,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
193,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/25/2022 8:36,PHONE,2.96,355,12682
194,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/25/2022 13:48,PHONE,0.5,60,77317
195,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 15:48,PHONE,1,120,1433
196,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 13:48,PHONE,1.5,60,57194
197,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 12:47,CREDIT CARD,0.25,10,57193
198,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 15:48,PHONE,1.6,120,47225
199,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 8:38,PHONE,3.63,240,57193
200,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 12:48,PHONE,1,60,47225
201,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 11:56,PHONE,0.83,100,94602
202,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 11:56,PHONE,2,120,47225
203,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/25/2022 8:38,PHONE,0.75,90,30970
204,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 16:55,PHONE,1,120,24041
205,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 16:55,PHONE,0.54,65,1433
206,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 15:50,PHONE,1.08,130,1433
207,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 12:49,PHONE,1,120,1433
208,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 16:55,CASH,0.6,67,47225
209,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/25/2022 16:56,CREDIT CARD,1.1,120,30970
210,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 16:56,PHONE,0.5,60,24042
211,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 17:50,PHONE,0.08,10,94602
212,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/25/2022 17:50,PHONE,0.21,25,30970
213,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/25/2022 11:57,CREDIT CARD,2.25,270,53137
214,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 14:49,CREDIT CARD,1,60,47225
215,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 17:50,PHONE,0.08,10,94602
216,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/25/2022 8:42,PHONE,4,480,53138
217,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 12:51,PHONE,0.05,6,1433
218,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 11:58,PHONE,2,240,1433
219,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 13:51,PHONE,4,120,70750
220,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 15:52,PHONE,1.07,128,1433
221,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 8:43,CREDIT CARD,1,120,94602
222,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 17:51,PHONE,1.08,129,24042
223,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 12:51,PHONE,2,240,24041
224,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 15:52,PHONE,1,120,94602
225,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 17:52,PHONE,0.5,60,47225
226,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 14:51,CREDIT CARD,3.3,98,70750
227,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 8:46,PHONE,3.77,240,57194
228,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 15:53,PHONE,2,240,24041
229,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 12:52,CREDIT CARD,0.5,15,70750
230,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 15:54,PHONE,0.33,10,70750
231,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,CREDIT CARD,3,240,57194
232,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 8:47,PHONE,1,120,47225
233,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 16:59,CREDIT CARD,1.5,60,57193
234,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 8:47,CASH,2,168,57194
235,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 12:53,CREDIT CARD,6,240,57193
236,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 13:54,PHONE,4,120,70750
237,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/25/2022 8:48,CREDIT CARD,1,120,30970
238,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 14:53,PHONE,1.56,187,1433
239,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/25/2022 14:53,PHONE,0.13,15,77317
240,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/25/2022 8:49,CREDIT CARD,0.5,60,94602
241,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 8:49,CREDIT CARD,2,240,1433
242,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 12:55,PHONE,2,240,24042
243,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 12:55,CREDIT CARD,2,240,24041
244,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/25/2022 14:54,CREDIT CARD,1.5,45,30970
245,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 14:55,PHONE,4,120,70750
246,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/25/2022 14:55,PHONE,1,120,77317
247,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 13:57,PHONE,0.5,60,1433
248,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 12:57,PHONE,1.5,180,1433
249,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 8:54,PHONE,2,240,24041
250,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 12:57,PHONE,2,120,47225
251,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/25/2022 14:56,PHONE,3.83,180,53138
252,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 17:58,PHONE,0.04,5,24041
253,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/25/2022 8:54,CREDIT CARD,3.9,240,57193
254,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/25/2022 12:58,PHONE,0.5,60,1433
255,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 14:57,PHONE,0.5,60,24042
256,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 15:59,PHONE,2,240,24042
257,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 15:59,PHONE,0.75,45,47225
258,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/25/2022 15:59,CREDIT CARD,2,240,24041
259,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/25/2022 8:58,PHONE,1,120,47225
260,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/25/2022 8:59,PHONE,0.25,30,70750
261,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/25/2022 8:59,PHONE,3,360,53137
262,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,CREDIT CARD,3,240,57193
263,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,CREDIT CARD,3,240,57193
264,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 15:00,PHONE,2,120,47225
265,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 15:00,PHONE,1.5,180,1433
266,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 17:00,PHONE,0.5,60,1433
267,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 8:00,CREDIT CARD,2.5,300,53138
268,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 10:00,CREDIT CARD,2,240,24041
269,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 18:01,PHONE,0.75,90,77317
270,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 11:01,PHONE,0.5,60,94602
271,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 8:00,PHONE,3.07,368,53138
272,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 8:00,PHONE,3.16,379,53138
273,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 18:01,PHONE,0.08,10,47225
274,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 15:01,PHONE,3.98,120,70750
275,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 14:01,PHONE,1.99,239,1433
276,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 18:01,CREDIT CARD,1,119,24041
277,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 9:02,PHONE,0.5,60,1433
278,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 15:01,PHONE,3.98,120,70750
279,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 13:01,PHONE,0.5,60,1433
280,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,CREDIT CARD,3,240,57194
281,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 12:01,PHONE,0.5,60,1433
282,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 9:02,PHONE,0.5,60,1433
283,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 9:02,PHONE,0.75,90,24041
284,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 13:01,PHONE,2,240,1433
285,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 13:01,PHONE,31.99,539,53138
286,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 13:01,CREDIT CARD,0.75,90,1433
287,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 8:00,PHONE,0.43,51,24041
288,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:02,PHONE,6,240,57194
289,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 16:01,CREDIT CARD,1.49,120,47225
290,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 19:03,PHONE,0.5,60,77317
291,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 10:02,PHONE,0.5,60,1433
292,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/26/2022 8:00,PHONE,1,120,30970
293,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 12:02,PHONE,0.5,60,94602
294,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 18:03,PHONE,0.5,60,77317
295,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 13:02,PHONE,0.25,30,1433
296,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:02,PHONE,0.75,30,57194
297,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 8:00,CASH,1,120,94602
298,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 8:00,CASH,1,120,94602
299,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 18:03,CREDIT CARD,0.75,90,47225
300,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 19:03,CREDIT CARD,0.48,57,70750
301,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/26/2022 8:00,PHONE,3.62,434,12682
302,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:03,PHONE,0.75,30,57194
303,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 16:02,CASH,1,117,94602
304,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 8:00,PHONE,0.69,83,24041
305,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 17:03,PHONE,0.5,60,77317
306,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 9:05,PHONE,1,120,1433
307,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 13:03,PHONE,0.75,90,53138
308,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 18:05,PHONE,1.5,30,53138
309,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 8:00,PHONE,0.79,95,47225
310,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 14:03,CREDIT CARD,3,90,70750
311,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 14:04,PHONE,1.83,220,1433
312,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 9:06,CREDIT CARD,2,240,1433
313,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 10:04,PHONE,1.5,180,24041
314,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:04,PHONE,1.5,60,57193
315,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 8:00,PHONE,1.81,217,1433
316,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 15:03,CREDIT CARD,3.92,120,70750
317,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 11:05,PHONE,1,120,94602
318,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 11:05,PHONE,4.5,180,57193
319,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 18:06,PHONE,1,120,77317
320,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 12:05,PHONE,2,240,24041
321,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 11:05,PHONE,1,120,94602
322,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 13:05,PHONE,2.21,240,53137
323,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,PHONE,2.58,223,57194
324,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 8:00,PHONE,1.9,228,1433
325,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 14:05,PHONE,1.96,235,1433
326,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 14:05,PHONE,0.25,30,1433
327,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 18:06,CREDIT CARD,0.95,113,24042
328,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 10:06,PHONE,0.25,30,57193
329,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 16:05,PHONE,3.71,120,53138
330,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 12:05,PHONE,0.5,60,94602
331,Morning,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 11:06,PHONE,0.5,60,77317
332,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 8:00,PHONE,0.91,109,94602
333,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/26/2022 15:05,PHONE,2,60,30970
334,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 10:06,CASH,1,120,94602
335,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 17:05,CREDIT CARD,0.38,45,94602
336,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 14:06,PHONE,0.5,60,1433
337,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 19:09,PHONE,0.75,90,77317
338,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 9:12,PHONE,0.25,30,57194
339,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 12:06,PHONE,1,120,1433
340,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/26/2022 14:06,PHONE,0.07,2,30970
341,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 17:06,PHONE,1.35,54,57193
342,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 10:07,CASH,1,120,94602
343,Afternoon,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/26/2022 12:07,PHONE,0.25,30,77317
344,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:07,PHONE,3,120,57193
345,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 8:00,CREDIT CARD,1,120,47225
346,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 10:08,PHONE,0.57,60,47225
347,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 17:06,CREDIT CARD,1.46,174,24041
348,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 9:13,PHONE,1.22,120,57193
349,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 9:13,PHONE,0.5,60,47225
350,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 15:06,PHONE,0.5,60,24042
351,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 17:06,CREDIT CARD,0.25,30,47225
352,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 9:14,PHONE,0.25,30,47225
353,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 13:07,PHONE,0.25,30,1433
354,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 17:06,CREDIT CARD,0.25,30,94602
355,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 17:07,PHONE,1.33,53,57193
356,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 9:14,PHONE,0.5,60,24041
357,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 9:14,PHONE,0.5,60,47225
358,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 9:14,CREDIT CARD,1,112,47225
359,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 17:07,CREDIT CARD,0.45,53,94602
360,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 10:09,PHONE,0.13,15,24041
361,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/26/2022 11:08,PHONE,4,120,70750
362,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 12:08,PHONE,2.5,100,57193
363,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 15:07,PHONE,3,120,57193
364,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 14:07,PHONE,1,120,53137
365,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 8:00,CREDIT CARD,1,120,57193
366,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 10:10,PHONE,1,120,94602
367,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 12:08,CREDIT CARD,2,240,1433
368,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/26/2022 18:11,PHONE,0.91,109,30970
369,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 10:11,PHONE,0.68,60,57193
370,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 17:08,CREDIT CARD,0.25,23,94602
371,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 16:09,PHONE,0.63,75,24041
372,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 14:08,CASH,1,120,24041
373,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 8:00,CREDIT CARD,0.5,60,47225
374,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/26/2022 10:12,PHONE,1,120,10165
375,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/26/2022 8:00,PHONE,0.5,60,47225
376,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 16:10,PHONE,0.92,110,94602
377,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 12:10,CASH,1,120,94602
378,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 15:09,PHONE,1.5,60,57193
379,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/26/2022 10:12,CASH,2,240,24041
380,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 16:10,PHONE,0.92,110,1433
381,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/26/2022 17:10,PHONE,1.25,50,57194
382,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/26/2022 12:10,CASH,1,120,94602
383,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/26/2022 10:13,PHONE,1,120,10165
384,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/26/2022 16:11,PHONE,0.46,50,53137
385,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/26/2022 8:01,PHONE,2,240,1433
